"Timestamp","SG010-CM01001 Basement Main (L)"
"2025-08-21 11:15:00",880
"2025-08-21 11:30:00",1600
"2025-08-21 11:45:00",1910
"2025-08-21 12:00:00",2100
"2025-08-21 12:15:00",1930
"2025-08-21 12:30:00",1300
"2025-08-21 12:45:00",780
"2025-08-21 13:00:00",920
"2025-08-21 13:15:00",1760
"2025-08-21 13:30:00",2080
"2025-08-21 13:45:00",2630
"2025-08-21 14:00:00",1080
"2025-08-21 14:15:00",780
"2025-08-21 14:30:00",710
"2025-08-21 14:45:00",450
"2025-08-21 15:00:00",470
"2025-08-21 15:15:00",290
"2025-08-21 15:30:00",210
"2025-08-21 15:45:00",250
"2025-08-21 16:00:00",960
"2025-08-21 16:15:00",1560
"2025-08-21 16:30:00",400
"2025-08-21 16:45:00",30
"2025-08-21 17:00:00",20
"2025-08-21 17:15:00",240
"2025-08-21 17:30:00",190
"2025-08-21 17:45:00",0
"2025-08-21 18:00:00",40
"2025-08-21 18:15:00",0
"2025-08-21 18:30:00",450
"2025-08-21 18:45:00",400
"2025-08-21 19:00:00",40
"2025-08-21 19:15:00",220
"2025-08-21 19:30:00",930
"2025-08-21 19:45:00",1580
"2025-08-21 20:00:00",1480
"2025-08-21 20:15:00",230
"2025-08-21 20:30:00",670
"2025-08-21 20:45:00",850
"2025-08-21 21:00:00",510
"2025-08-21 21:15:00",400
"2025-08-21 21:30:00",620
"2025-08-21 21:45:00",620
"2025-08-21 22:00:00",920
"2025-08-21 22:15:00",420
"2025-08-21 22:30:00",0
"2025-08-21 22:45:00",0
"2025-08-21 23:00:00",10
"2025-08-21 23:15:00",390
"2025-08-21 23:30:00",370
"2025-08-21 23:45:00",270
"2025-08-22 00:00:00",0
"2025-08-22 00:15:00",0
"2025-08-22 00:30:00",0
"2025-08-22 00:45:00",1290
"2025-08-22 01:00:00",1130
"2025-08-22 01:15:00",700
"2025-08-22 01:30:00",430
"2025-08-22 01:45:00",420
"2025-08-22 02:00:00",0
"2025-08-22 02:15:00",360
"2025-08-22 02:30:00",0
"2025-08-22 02:45:00",0
"2025-08-22 03:00:00",400
"2025-08-22 03:15:00",410
"2025-08-22 03:30:00",60
"2025-08-22 03:45:00",340
"2025-08-22 04:00:00",0
"2025-08-22 04:15:00",0
"2025-08-22 04:30:00",350
"2025-08-22 04:45:00",0
"2025-08-22 05:00:00",0
"2025-08-22 05:15:00",0
"2025-08-22 05:30:00",510
"2025-08-22 05:45:00",1280
"2025-08-22 06:00:00",0
"2025-08-22 06:15:00",0
"2025-08-22 06:30:00",0
"2025-08-22 06:45:00",1050
"2025-08-22 07:00:00",400
"2025-08-22 07:15:00",0
"2025-08-22 07:30:00",100
"2025-08-22 07:45:00",460
"2025-08-22 08:00:00",140
"2025-08-22 08:15:00",460
"2025-08-22 08:30:00",620
"2025-08-22 08:45:00",230
"2025-08-22 09:00:00",110
"2025-08-22 09:15:00",490
"2025-08-22 09:30:00",120
"2025-08-22 09:45:00",460
"2025-08-22 10:00:00",460
"2025-08-22 10:15:00",1080
"2025-08-22 10:30:00",940
"2025-08-22 10:45:00",1410
"2025-08-22 11:00:00",1360
"2025-08-22 11:15:00",340
"2025-08-22 11:30:00",560
"2025-08-22 11:45:00",800
"2025-08-22 12:00:00",370
"2025-08-22 12:15:00",880
"2025-08-22 12:30:00",360
"2025-08-22 12:45:00",1050
"2025-08-22 13:00:00",760
"2025-08-22 13:15:00",650
"2025-08-22 13:30:00",500
"2025-08-22 13:45:00",360
"2025-08-22 14:00:00",700
"2025-08-22 14:15:00",420
"2025-08-22 14:30:00",550
"2025-08-22 14:45:00",890
"2025-08-22 15:00:00",10
"2025-08-22 15:15:00",10
"2025-08-22 15:30:00",260
"2025-08-22 15:45:00",220
"2025-08-22 16:00:00",590
"2025-08-22 16:15:00",1140
"2025-08-22 16:30:00",670
"2025-08-22 16:45:00",490
"2025-08-22 17:00:00",110
"2025-08-22 17:15:00",90
"2025-08-22 17:30:00",50
"2025-08-22 17:45:00",390
"2025-08-22 18:00:00",0
"2025-08-22 18:15:00",330
"2025-08-22 18:30:00",300
"2025-08-22 18:45:00",0
"2025-08-22 19:00:00",330
"2025-08-22 19:15:00",590
"2025-08-22 19:30:00",0
"2025-08-22 19:45:00",0
"2025-08-22 20:00:00",0
"2025-08-22 20:15:00",410
"2025-08-22 20:30:00",0
"2025-08-22 20:45:00",0
"2025-08-22 21:00:00",0
"2025-08-22 21:15:00",810
"2025-08-22 21:30:00",650
"2025-08-22 21:45:00",410
"2025-08-22 22:00:00",400
"2025-08-22 22:15:00",0
"2025-08-22 22:30:00",0
"2025-08-22 22:45:00",880
"2025-08-22 23:00:00",1340
"2025-08-22 23:15:00",330
"2025-08-22 23:30:00",170
"2025-08-22 23:45:00",190
"2025-08-23 00:00:00",0
"2025-08-23 00:15:00",200
"2025-08-23 00:30:00",240
"2025-08-23 00:45:00",0
"2025-08-23 01:00:00",20
"2025-08-23 01:15:00",0
"2025-08-23 01:30:00",370
"2025-08-23 01:45:00",0
"2025-08-23 02:00:00",20
"2025-08-23 02:15:00",0
"2025-08-23 02:30:00",340
"2025-08-23 02:45:00",0
"2025-08-23 03:00:00",0
"2025-08-23 03:15:00",740
"2025-08-23 03:30:00",950
"2025-08-23 03:45:00",670
"2025-08-23 04:00:00",40
"2025-08-23 04:15:00",0
"2025-08-23 04:30:00",0
"2025-08-23 04:45:00",0
"2025-08-23 05:00:00",390
"2025-08-23 05:15:00",10
"2025-08-23 05:30:00",0
"2025-08-23 05:45:00",0
"2025-08-23 06:00:00",380
"2025-08-23 06:15:00",0
"2025-08-23 06:30:00",580
"2025-08-23 06:45:00",220
"2025-08-23 07:00:00",630
"2025-08-23 07:15:00",700
"2025-08-23 07:30:00",420
"2025-08-23 07:45:00",510
"2025-08-23 08:00:00",360
"2025-08-23 08:15:00",0
"2025-08-23 08:30:00",530
"2025-08-23 08:45:00",710
"2025-08-23 09:00:00",1440
"2025-08-23 09:15:00",1390
"2025-08-23 09:30:00",1170
"2025-08-23 09:45:00",420
"2025-08-23 10:00:00",460
"2025-08-23 10:15:00",50
"2025-08-23 10:30:00",360
"2025-08-23 10:45:00",0
"2025-08-23 11:00:00",0
"2025-08-23 11:15:00",0
"2025-08-23 11:30:00",360
"2025-08-23 11:45:00",10
"2025-08-23 12:00:00",0
"2025-08-23 12:15:00",0
"2025-08-23 12:30:00",220
"2025-08-23 12:45:00",0
"2025-08-23 13:00:00",0
"2025-08-23 13:15:00",390
"2025-08-23 13:30:00",20
"2025-08-23 13:45:00",370
"2025-08-23 14:00:00",30
"2025-08-23 14:15:00",0
"2025-08-23 14:30:00",0
"2025-08-23 14:45:00",0
"2025-08-23 15:00:00",370
"2025-08-23 15:15:00",0
"2025-08-23 15:30:00",10
"2025-08-23 15:45:00",950
"2025-08-23 16:00:00",960
"2025-08-23 16:15:00",1020
"2025-08-23 16:30:00",0
"2025-08-23 16:45:00",0
"2025-08-23 17:00:00",0
"2025-08-23 17:15:00",0
"2025-08-23 17:30:00",390
"2025-08-23 17:45:00",0
"2025-08-23 18:00:00",0
"2025-08-23 18:15:00",0
"2025-08-23 18:30:00",450
"2025-08-23 18:45:00",0
"2025-08-23 19:00:00",20
"2025-08-23 19:15:00",0
"2025-08-23 19:30:00",200
"2025-08-23 19:45:00",400
"2025-08-23 20:00:00",0
"2025-08-23 20:15:00",390
"2025-08-23 20:30:00",410
"2025-08-23 20:45:00",0
"2025-08-23 21:00:00",0
"2025-08-23 21:15:00",0
"2025-08-23 21:30:00",200
"2025-08-23 21:45:00",410
"2025-08-23 22:00:00",570
"2025-08-23 22:15:00",1090
"2025-08-23 22:30:00",330
"2025-08-23 22:45:00",0
"2025-08-23 23:00:00",380
"2025-08-23 23:15:00",0
"2025-08-23 23:30:00",0
"2025-08-23 23:45:00",0
"2025-08-24 00:00:00",360
"2025-08-24 00:15:00",50
"2025-08-24 00:30:00",750
"2025-08-24 00:45:00",640
"2025-08-24 01:00:00",410
"2025-08-24 01:15:00",190
"2025-08-24 01:30:00",0
"2025-08-24 01:45:00",0
"2025-08-24 02:00:00",0
"2025-08-24 02:15:00",420
"2025-08-24 02:30:00",90
"2025-08-24 02:45:00",0
"2025-08-24 03:00:00",0
"2025-08-24 03:15:00",210
"2025-08-24 03:30:00",200
"2025-08-24 03:45:00",380
"2025-08-24 04:00:00",1270
"2025-08-24 04:15:00",770
"2025-08-24 04:30:00",200
"2025-08-24 04:45:00",590
"2025-08-24 05:00:00",620
"2025-08-24 05:15:00",580
"2025-08-24 05:30:00",170
"2025-08-24 05:45:00",0
"2025-08-24 06:00:00",200
"2025-08-24 06:15:00",590
"2025-08-24 06:30:00",970
"2025-08-24 06:45:00",400
"2025-08-24 07:00:00",0
"2025-08-24 07:15:00",0
"2025-08-24 07:30:00",0
"2025-08-24 07:45:00",350
"2025-08-24 08:00:00",0
"2025-08-24 08:15:00",190
"2025-08-24 08:30:00",410
"2025-08-24 08:45:00",410
"2025-08-24 09:00:00",0
"2025-08-24 09:15:00",50
"2025-08-24 09:30:00",390
"2025-08-24 09:45:00",1630
"2025-08-24 10:00:00",1180
"2025-08-24 10:15:00",420
"2025-08-24 10:30:00",0
"2025-08-24 10:45:00",220
"2025-08-24 11:00:00",0
"2025-08-24 11:15:00",450
"2025-08-24 11:30:00",450
"2025-08-24 11:45:00",170
"2025-08-24 12:00:00",0
"2025-08-24 12:15:00",0
"2025-08-24 12:30:00",370
"2025-08-24 12:45:00",40
"2025-08-24 13:00:00",20
"2025-08-24 13:15:00",0
"2025-08-24 13:30:00",0
"2025-08-24 13:45:00",410
"2025-08-24 14:00:00",0
"2025-08-24 14:15:00",340
"2025-08-24 14:30:00",0
"2025-08-24 14:45:00",0
"2025-08-24 15:00:00",180
"2025-08-24 15:15:00",630
"2025-08-24 15:30:00",970
"2025-08-24 15:45:00",130
"2025-08-24 16:00:00",410
"2025-08-24 16:15:00",0
"2025-08-24 16:30:00",0
"2025-08-24 16:45:00",0
"2025-08-24 17:00:00",0
"2025-08-24 17:15:00",390
"2025-08-24 17:30:00",0
"2025-08-24 17:45:00",200
"2025-08-24 18:00:00",0
"2025-08-24 18:15:00",0
"2025-08-24 18:30:00",390
"2025-08-24 18:45:00",0
"2025-08-24 19:00:00",150
"2025-08-24 19:15:00",0
"2025-08-24 19:30:00",60
"2025-08-24 19:45:00",380
"2025-08-24 20:00:00",0
"2025-08-24 20:15:00",0
"2025-08-24 20:30:00",0
"2025-08-24 20:45:00",410
"2025-08-24 21:00:00",390
"2025-08-24 21:15:00",0
"2025-08-24 21:30:00",850
"2025-08-24 21:45:00",1190
"2025-08-24 22:00:00",310
"2025-08-24 22:15:00",390
"2025-08-24 22:30:00",0
"2025-08-24 22:45:00",0
"2025-08-24 23:00:00",0
"2025-08-24 23:15:00",0
"2025-08-24 23:30:00",380
"2025-08-24 23:45:00",520
"2025-08-25 00:00:00",730
"2025-08-25 00:15:00",550
"2025-08-25 00:30:00",70
"2025-08-25 00:45:00",0
"2025-08-25 01:00:00",0
"2025-08-25 01:15:00",30
"2025-08-25 01:30:00",400
"2025-08-25 01:45:00",0
"2025-08-25 02:00:00",230
"2025-08-25 02:15:00",0
"2025-08-25 02:30:00",0
"2025-08-25 02:45:00",420
"2025-08-25 03:00:00",220
"2025-08-25 03:15:00",980
"2025-08-25 03:30:00",990
"2025-08-25 03:45:00",590
"2025-08-25 04:00:00",620
"2025-08-25 04:15:00",390
"2025-08-25 04:30:00",0
"2025-08-25 04:45:00",0
"2025-08-25 05:00:00",210
"2025-08-25 05:15:00",650
"2025-08-25 05:30:00",640
"2025-08-25 05:45:00",470
"2025-08-25 06:00:00",0
"2025-08-25 06:15:00",60
"2025-08-25 06:30:00",390
"2025-08-25 06:45:00",1060
"2025-08-25 07:00:00",290
"2025-08-25 07:15:00",80
"2025-08-25 07:30:00",180
"2025-08-25 07:45:00",650
"2025-08-25 08:00:00",960
"2025-08-25 08:15:00",520
"2025-08-25 08:30:00",1520
"2025-08-25 08:45:00",560
"2025-08-25 09:00:00",760
"2025-08-25 09:15:00",1960
"2025-08-25 09:30:00",950
"2025-08-25 09:45:00",1260
"2025-08-25 10:00:00",1100
"2025-08-25 10:15:00",1600
"2025-08-25 10:30:00",1570
"2025-08-25 10:45:00",1220
"2025-08-25 11:00:00",1180
"2025-08-25 11:15:00",1690
"2025-08-25 11:30:00",1370
"2025-08-25 11:45:00",1690
"2025-08-25 12:00:00",1900
"2025-08-25 12:15:00",1160
"2025-08-25 12:30:00",1120
"2025-08-25 12:45:00",2210
"2025-08-25 13:00:00",1250
"2025-08-25 13:15:00",1190
"2025-08-25 13:30:00",1240
"2025-08-25 13:45:00",1450
"2025-08-25 14:00:00",870
"2025-08-25 14:15:00",1650
"2025-08-25 14:30:00",170
"2025-08-25 14:45:00",860
"2025-08-25 15:00:00",60
"2025-08-25 15:15:00",40
"2025-08-25 15:30:00",120
"2025-08-25 15:45:00",700
"2025-08-25 16:00:00",1340
"2025-08-25 16:15:00",1650
"2025-08-25 16:30:00",770
"2025-08-25 16:45:00",560
"2025-08-25 17:00:00",610
"2025-08-25 17:15:00",460
"2025-08-25 17:30:00",70
"2025-08-25 17:45:00",0
"2025-08-25 18:00:00",120
"2025-08-25 18:15:00",420
"2025-08-25 18:30:00",0
"2025-08-25 18:45:00",0
"2025-08-25 19:00:00",170
"2025-08-25 19:15:00",40
"2025-08-25 19:30:00",340
"2025-08-25 19:45:00",20
"2025-08-25 20:00:00",190
"2025-08-25 20:15:00",0
"2025-08-25 20:30:00",0
"2025-08-25 20:45:00",400
"2025-08-25 21:00:00",0
"2025-08-25 21:15:00",0
"2025-08-25 21:30:00",0
"2025-08-25 21:45:00",390
"2025-08-25 22:00:00",410
"2025-08-25 22:15:00",350
"2025-08-25 22:30:00",0
"2025-08-25 22:45:00",0
"2025-08-25 23:00:00",0
"2025-08-25 23:15:00",380
"2025-08-25 23:30:00",810
"2025-08-25 23:45:00",1660
"2025-08-26 00:00:00",1110
"2025-08-26 00:15:00",690
"2025-08-26 00:30:00",200
"2025-08-26 00:45:00",0
"2025-08-26 01:00:00",460
"2025-08-26 01:15:00",630
"2025-08-26 01:30:00",660
"2025-08-26 01:45:00",410
"2025-08-26 02:00:00",0
"2025-08-26 02:15:00",0
"2025-08-26 02:30:00",30
"2025-08-26 02:45:00",350
"2025-08-26 03:00:00",0
"2025-08-26 03:15:00",0
"2025-08-26 03:30:00",0
"2025-08-26 03:45:00",390
"2025-08-26 04:00:00",0
"2025-08-26 04:15:00",0
"2025-08-26 04:30:00",0
"2025-08-26 04:45:00",200
"2025-08-26 05:00:00",0
"2025-08-26 05:15:00",480
"2025-08-26 05:30:00",0
"2025-08-26 05:45:00",0
"2025-08-26 06:00:00",260
"2025-08-26 06:15:00",1270
"2025-08-26 06:30:00",1210
"2025-08-26 06:45:00",1010
"2025-08-26 07:00:00",520
"2025-08-26 07:15:00",820
"2025-08-26 07:30:00",100
"2025-08-26 07:45:00",140
"2025-08-26 08:00:00",610
"2025-08-26 08:15:00",660
"2025-08-26 08:30:00",970
"2025-08-26 08:45:00",510
"2025-08-26 09:00:00",110
"2025-08-26 09:15:00",640
"2025-08-26 09:30:00",690
"2025-08-26 09:45:00",670
"2025-08-26 10:00:00",820
"2025-08-26 10:15:00",800
"2025-08-26 10:30:00",1520
"2025-08-26 10:45:00",1920
"2025-08-26 11:00:00",2010
"2025-08-26 11:15:00",1390
