"Timestamp","SG010-CM01001 Basement Main (L)"
"2025-08-28 11:45:00",1850
"2025-08-28 12:00:00",3060
"2025-08-28 12:15:00",1840
"2025-08-28 12:30:00",2270
"2025-08-28 12:45:00",3080
"2025-08-28 13:00:00",2790
"2025-08-28 13:15:00",2690
"2025-08-28 13:30:00",2060
"2025-08-28 13:45:00",1990
"2025-08-28 14:00:00",1970
"2025-08-28 14:15:00",2020
"2025-08-28 14:30:00",1740
"2025-08-28 14:45:00",2110
"2025-08-28 15:00:00",2520
"2025-08-28 15:15:00",1770
"2025-08-28 15:30:00",1850
"2025-08-28 15:45:00",2090
"2025-08-28 16:00:00",1850
"2025-08-28 16:15:00",2190
"2025-08-28 16:30:00",2300
"2025-08-28 16:45:00",1900
"2025-08-28 17:00:00",1690
"2025-08-28 17:15:00",1670
"2025-08-28 17:30:00",1670
"2025-08-28 17:45:00",2000
"2025-08-28 18:00:00",1760
"2025-08-28 18:15:00",1910
"2025-08-28 18:30:00",1930
"2025-08-28 18:45:00",1620
"2025-08-28 19:00:00",1990
"2025-08-28 19:15:00",1590
"2025-08-28 19:30:00",1580
"2025-08-28 19:45:00",1760
"2025-08-28 20:00:00",1560
"2025-08-28 20:15:00",1610
"2025-08-28 20:30:00",1820
"2025-08-28 20:45:00",1960
"2025-08-28 21:00:00",2240
"2025-08-28 21:15:00",1980
"2025-08-28 21:30:00",1840
"2025-08-28 21:45:00",1880
"2025-08-28 22:00:00",1610
"2025-08-28 22:15:00",1650
"2025-08-28 22:30:00",1690
"2025-08-28 22:45:00",1890
"2025-08-28 23:00:00",2160
"2025-08-28 23:15:00",1900
"2025-08-28 23:30:00",1650
"2025-08-28 23:45:00",2190
"2025-08-29 00:00:00",2200
"2025-08-29 00:15:00",1840
"2025-08-29 00:30:00",1660
"2025-08-29 00:45:00",1510
"2025-08-29 01:00:00",1510
"2025-08-29 01:15:00",1560
"2025-08-29 01:30:00",1920
"2025-08-29 01:45:00",1620
"2025-08-29 02:00:00",1720
"2025-08-29 02:15:00",1670
"2025-08-29 02:30:00",1660
"2025-08-29 02:45:00",1930
"2025-08-29 03:00:00",1640
"2025-08-29 03:15:00",1640
"2025-08-29 03:30:00",1650
"2025-08-29 03:45:00",1820
"2025-08-29 04:00:00",1720
"2025-08-29 04:15:00",1880
"2025-08-29 04:30:00",1620
"2025-08-29 04:45:00",1640
"2025-08-29 05:00:00",1810
"2025-08-29 05:15:00",1670
"2025-08-29 05:30:00",1820
"2025-08-29 05:45:00",2070
"2025-08-29 06:00:00",1960
"2025-08-29 06:15:00",2270
"2025-08-29 06:30:00",1760
"2025-08-29 06:45:00",1980
"2025-08-29 07:00:00",1850
"2025-08-29 07:15:00",2020
"2025-08-29 07:30:00",1700
"2025-08-29 07:45:00",2080
"2025-08-29 08:00:00",2200
"2025-08-29 08:15:00",1970
"2025-08-29 08:30:00",1810
"2025-08-29 08:45:00",1980
"2025-08-29 09:00:00",2330
"2025-08-29 09:15:00",1850
"2025-08-29 09:30:00",2350
"2025-08-29 09:45:00",2620
"2025-08-29 10:00:00",2240
"2025-08-29 10:15:00",2300
"2025-08-29 10:30:00",1960
"2025-08-29 10:45:00",1930
"2025-08-29 11:00:00",2640
"2025-08-29 11:15:00",2110
"2025-08-29 11:30:00",2090
"2025-08-29 11:45:00",2080
"2025-08-29 12:00:00",2000
"2025-08-29 12:15:00",2180
"2025-08-29 12:30:00",2360
"2025-08-29 12:45:00",2120
"2025-08-29 13:00:00",2200
"2025-08-29 13:15:00",1850
"2025-08-29 13:30:00",1830
"2025-08-29 13:45:00",1950
"2025-08-29 14:00:00",2030
"2025-08-29 14:15:00",2530
"2025-08-29 14:30:00",2160
"2025-08-29 14:45:00",2360
"2025-08-29 15:00:00",1950
"2025-08-29 15:15:00",1950
"2025-08-29 15:30:00",1980
"2025-08-29 15:45:00",1960
"2025-08-29 16:00:00",1630
"2025-08-29 16:15:00",1780
"2025-08-29 16:30:00",1590
"2025-08-29 16:45:00",1600
"2025-08-29 17:00:00",1970
"2025-08-29 17:15:00",1680
"2025-08-29 17:30:00",1660
"2025-08-29 17:45:00",1900
"2025-08-29 18:00:00",1640
"2025-08-29 18:15:00",1600
"2025-08-29 18:30:00",1720
"2025-08-29 18:45:00",1880
"2025-08-29 19:00:00",1710
"2025-08-29 19:15:00",1600
"2025-08-29 19:30:00",1570
"2025-08-29 19:45:00",1580
"2025-08-29 20:00:00",2050
"2025-08-29 20:15:00",1990
"2025-08-29 20:30:00",2010
"2025-08-29 20:45:00",1930
"2025-08-29 21:00:00",2190
"2025-08-29 21:15:00",2090
"2025-08-29 21:30:00",1600
"2025-08-29 21:45:00",1600
"2025-08-29 22:00:00",1600
"2025-08-29 22:15:00",1620
"2025-08-29 22:30:00",1820
"2025-08-29 22:45:00",1520
"2025-08-29 23:00:00",1560
"2025-08-29 23:15:00",2110
"2025-08-29 23:30:00",2020
"2025-08-29 23:45:00",1830
"2025-08-30 00:00:00",1710
"2025-08-30 00:15:00",2170
"2025-08-30 00:30:00",2310
"2025-08-30 00:45:00",1960
"2025-08-30 01:00:00",1540
"2025-08-30 01:15:00",1560
"2025-08-30 01:30:00",1580
"2025-08-30 01:45:00",1830
"2025-08-30 02:00:00",1800
"2025-08-30 02:15:00",2320
"2025-08-30 02:30:00",1850
"2025-08-30 02:45:00",1650
"2025-08-30 03:00:00",1550
"2025-08-30 03:15:00",1610
"2025-08-30 03:30:00",1610
"2025-08-30 03:45:00",1860
"2025-08-30 04:00:00",1620
"2025-08-30 04:15:00",1650
"2025-08-30 04:30:00",1630
"2025-08-30 04:45:00",1770
"2025-08-30 05:00:00",1690
"2025-08-30 05:15:00",1740
"2025-08-30 05:30:00",1600
"2025-08-30 05:45:00",1980
"2025-08-30 06:00:00",1920
"2025-08-30 06:15:00",1920
"2025-08-30 06:30:00",2170
"2025-08-30 06:45:00",1700
"2025-08-30 07:00:00",1680
"2025-08-30 07:15:00",1900
"2025-08-30 07:30:00",2050
"2025-08-30 07:45:00",1580
"2025-08-30 08:00:00",1610
"2025-08-30 08:15:00",1810
"2025-08-30 08:30:00",1700
"2025-08-30 08:45:00",1600
"2025-08-30 09:00:00",2020
"2025-08-30 09:15:00",1800
"2025-08-30 09:30:00",1980
"2025-08-30 09:45:00",2430
"2025-08-30 10:00:00",2540
"2025-08-30 10:15:00",2250
"2025-08-30 10:30:00",1870
"2025-08-30 10:45:00",1790
"2025-08-30 11:00:00",1720
"2025-08-30 11:15:00",1900
"2025-08-30 11:30:00",1890
"2025-08-30 11:45:00",1900
"2025-08-30 12:00:00",1850
"2025-08-30 12:15:00",1850
"2025-08-30 12:30:00",1870
"2025-08-30 12:45:00",1580
"2025-08-30 13:00:00",1570
"2025-08-30 13:15:00",1620
"2025-08-30 13:30:00",1890
"2025-08-30 13:45:00",1980
"2025-08-30 14:00:00",1870
"2025-08-30 14:15:00",1920
"2025-08-30 14:30:00",1560
"2025-08-30 14:45:00",1810
"2025-08-30 15:00:00",1930
"2025-08-30 15:15:00",1540
"2025-08-30 15:30:00",1560
"2025-08-30 15:45:00",1840
"2025-08-30 16:00:00",1540
"2025-08-30 16:15:00",1530
"2025-08-30 16:30:00",1740
"2025-08-30 16:45:00",690
"2025-08-30 17:00:00",660
"2025-08-30 17:15:00",720
"2025-08-30 17:30:00",980
"2025-08-30 17:45:00",680
"2025-08-30 18:00:00",1250
"2025-08-30 18:15:00",1450
"2025-08-30 18:30:00",1080
"2025-08-30 18:45:00",670
"2025-08-30 19:00:00",680
"2025-08-30 19:15:00",680
"2025-08-30 19:30:00",600
"2025-08-30 19:45:00",1040
"2025-08-30 20:00:00",1280
"2025-08-30 20:15:00",1700
"2025-08-30 20:30:00",1110
"2025-08-30 20:45:00",970
"2025-08-30 21:00:00",630
"2025-08-30 21:15:00",610
"2025-08-30 21:30:00",620
"2025-08-30 21:45:00",910
"2025-08-30 22:00:00",600
"2025-08-30 22:15:00",610
"2025-08-30 22:30:00",660
"2025-08-30 22:45:00",800
"2025-08-30 23:00:00",740
"2025-08-30 23:15:00",600
"2025-08-30 23:30:00",730
"2025-08-30 23:45:00",1060
"2025-08-31 00:00:00",1120
"2025-08-31 00:15:00",1010
"2025-08-31 00:30:00",990
"2025-08-31 00:45:00",960
"2025-08-31 01:00:00",1350
"2025-08-31 01:15:00",1900
"2025-08-31 01:30:00",1480
"2025-08-31 01:45:00",660
"2025-08-31 02:00:00",680
"2025-08-31 02:15:00",860
"2025-08-31 02:30:00",660
"2025-08-31 02:45:00",620
"2025-08-31 03:00:00",900
"2025-08-31 03:15:00",640
"2025-08-31 03:30:00",670
"2025-08-31 03:45:00",800
"2025-08-31 04:00:00",730
"2025-08-31 04:15:00",670
"2025-08-31 04:30:00",700
"2025-08-31 04:45:00",740
"2025-08-31 05:00:00",940
"2025-08-31 05:15:00",740
"2025-08-31 05:30:00",720
"2025-08-31 05:45:00",670
"2025-08-31 06:00:00",780
"2025-08-31 06:15:00",620
"2025-08-31 06:30:00",660
"2025-08-31 06:45:00",1450
"2025-08-31 07:00:00",1270
"2025-08-31 07:15:00",780
"2025-08-31 07:30:00",810
"2025-08-31 07:45:00",690
"2025-08-31 08:00:00",670
"2025-08-31 08:15:00",670
"2025-08-31 08:30:00",990
"2025-08-31 08:45:00",610
"2025-08-31 09:00:00",610
"2025-08-31 09:15:00",640
"2025-08-31 09:30:00",660
"2025-08-31 09:45:00",1030
"2025-08-31 10:00:00",660
"2025-08-31 10:15:00",620
"2025-08-31 10:30:00",610
"2025-08-31 10:45:00",1060
"2025-08-31 11:00:00",1190
"2025-08-31 11:15:00",1570
"2025-08-31 11:30:00",980
"2025-08-31 11:45:00",660
"2025-08-31 12:00:00",1060
"2025-08-31 12:15:00",610
"2025-08-31 12:30:00",620
"2025-08-31 12:45:00",770
"2025-08-31 13:00:00",600
"2025-08-31 13:15:00",640
"2025-08-31 13:30:00",590
"2025-08-31 13:45:00",920
"2025-08-31 14:00:00",630
"2025-08-31 14:15:00",640
"2025-08-31 14:30:00",830
"2025-08-31 14:45:00",710
"2025-08-31 15:00:00",670
"2025-08-31 15:15:00",960
"2025-08-31 15:30:00",650
"2025-08-31 15:45:00",610
"2025-08-31 16:00:00",610
"2025-08-31 16:15:00",930
"2025-08-31 16:30:00",960
"2025-08-31 16:45:00",620
"2025-08-31 17:00:00",870
"2025-08-31 17:15:00",630
"2025-08-31 17:30:00",1080
"2025-08-31 17:45:00",910
"2025-08-31 18:00:00",640
"2025-08-31 18:15:00",1070
"2025-08-31 18:30:00",1500
"2025-08-31 18:45:00",1210
"2025-08-31 19:00:00",780
"2025-08-31 19:15:00",600
"2025-08-31 19:30:00",810
"2025-08-31 19:45:00",950
"2025-08-31 20:00:00",600
"2025-08-31 20:15:00",930
"2025-08-31 20:30:00",1060
"2025-08-31 20:45:00",1030
"2025-08-31 21:00:00",1260
"2025-08-31 21:15:00",990
"2025-08-31 21:30:00",980
"2025-08-31 21:45:00",650
"2025-08-31 22:00:00",670
"2025-08-31 22:15:00",810
"2025-08-31 22:30:00",630
"2025-08-31 22:45:00",580
"2025-08-31 23:00:00",960
"2025-08-31 23:15:00",610
"2025-08-31 23:30:00",630
"2025-08-31 23:45:00",890
"2025-09-01 00:00:00",580
"2025-09-01 00:15:00",680
"2025-09-01 00:30:00",650
"2025-09-01 00:45:00",650
"2025-09-01 01:00:00",870
"2025-09-01 01:15:00",610
"2025-09-01 01:30:00",600
"2025-09-01 01:45:00",910
"2025-09-01 02:00:00",1310
"2025-09-01 02:15:00",910
"2025-09-01 02:30:00",600
"2025-09-01 02:45:00",900
"2025-09-01 03:00:00",640
"2025-09-01 03:15:00",600
"2025-09-01 03:30:00",740
"2025-09-01 03:45:00",600
"2025-09-01 04:00:00",650
"2025-09-01 04:15:00",640
"2025-09-01 04:30:00",1010
"2025-09-01 04:45:00",840
"2025-09-01 05:00:00",1070
"2025-09-01 05:15:00",750
"2025-09-01 05:30:00",690
"2025-09-01 05:45:00",960
"2025-09-01 06:00:00",790
"2025-09-01 06:15:00",970
"2025-09-01 06:30:00",940
"2025-09-01 06:45:00",1500
"2025-09-01 07:00:00",1100
"2025-09-01 07:15:00",1180
"2025-09-01 07:30:00",1390
"2025-09-01 07:45:00",1020
"2025-09-01 08:00:00",1230
"2025-09-01 08:15:00",1320
"2025-09-01 08:30:00",2080
"2025-09-01 08:45:00",1520
"2025-09-01 09:00:00",1850
"2025-09-01 09:15:00",2140
"2025-09-01 09:30:00",2430
"2025-09-01 09:45:00",1660
"2025-09-01 10:00:00",1600
"2025-09-01 10:15:00",1950
"2025-09-01 10:30:00",1200
"2025-09-01 10:45:00",1810
"2025-09-01 11:00:00",1420
"2025-09-01 11:15:00",1360
"2025-09-01 11:30:00",1920
"2025-09-01 11:45:00",1400
"2025-09-01 12:00:00",1120
"2025-09-01 12:15:00",1040
"2025-09-01 12:30:00",1320
"2025-09-01 12:45:00",1340
"2025-09-01 13:00:00",1690
"2025-09-01 13:15:00",1320
"2025-09-01 13:30:00",1340
"2025-09-01 13:45:00",1470
"2025-09-01 14:00:00",1140
"2025-09-01 14:15:00",1770
"2025-09-01 14:30:00",930
"2025-09-01 14:45:00",1030
"2025-09-01 15:00:00",1280
"2025-09-01 15:15:00",1140
"2025-09-01 15:30:00",1190
"2025-09-01 15:45:00",1360
"2025-09-01 16:00:00",1200
"2025-09-01 16:15:00",1720
"2025-09-01 16:30:00",1310
"2025-09-01 16:45:00",1120
"2025-09-01 17:00:00",1450
"2025-09-01 17:15:00",1600
"2025-09-01 17:30:00",820
"2025-09-01 17:45:00",790
"2025-09-01 18:00:00",1300
"2025-09-01 18:15:00",1260
"2025-09-01 18:30:00",1160
"2025-09-01 18:45:00",1190
"2025-09-01 19:00:00",780
"2025-09-01 19:15:00",1000
"2025-09-01 19:30:00",640
"2025-09-01 19:45:00",700
"2025-09-01 20:00:00",910
"2025-09-01 20:15:00",1190
"2025-09-01 20:30:00",1300
"2025-09-01 20:45:00",950
"2025-09-01 21:00:00",670
"2025-09-01 21:15:00",670
"2025-09-01 21:30:00",850
"2025-09-01 21:45:00",660
"2025-09-01 22:00:00",960
"2025-09-01 22:15:00",630
"2025-09-01 22:30:00",610
"2025-09-01 22:45:00",630
"2025-09-01 23:00:00",1170
"2025-09-01 23:15:00",1420
"2025-09-01 23:30:00",920
"2025-09-01 23:45:00",1070
"2025-09-02 00:00:00",1050
"2025-09-02 00:15:00",1230
"2025-09-02 00:30:00",910
"2025-09-02 00:45:00",940
"2025-09-02 01:00:00",680
"2025-09-02 01:15:00",610
"2025-09-02 01:30:00",610
"2025-09-02 01:45:00",890
"2025-09-02 02:00:00",590
"2025-09-02 02:15:00",620
"2025-09-02 02:30:00",670
"2025-09-02 02:45:00",610
"2025-09-02 03:00:00",870
"2025-09-02 03:15:00",670
"2025-09-02 03:30:00",1000
"2025-09-02 03:45:00",1370
"2025-09-02 04:00:00",1030
"2025-09-02 04:15:00",1040
"2025-09-02 04:30:00",690
"2025-09-02 04:45:00",750
"2025-09-02 05:00:00",690
"2025-09-02 05:15:00",830
"2025-09-02 05:30:00",810
"2025-09-02 05:45:00",680
"2025-09-02 06:00:00",660
"2025-09-02 06:15:00",810
"2025-09-02 06:30:00",1000
"2025-09-02 06:45:00",1360
"2025-09-02 07:00:00",1560
"2025-09-02 07:15:00",1740
"2025-09-02 07:30:00",1450
"2025-09-02 07:45:00",1380
"2025-09-02 08:00:00",1480
"2025-09-02 08:15:00",1290
"2025-09-02 08:30:00",1540
"2025-09-02 08:45:00",1950
"2025-09-02 09:00:00",2660
"2025-09-02 09:15:00",2690
"2025-09-02 09:30:00",2230
"2025-09-02 09:45:00",1960
"2025-09-02 10:00:00",1610
"2025-09-02 10:15:00",1980
"2025-09-02 10:30:00",1540
"2025-09-02 10:45:00",1630
"2025-09-02 11:00:00",2500
"2025-09-02 11:15:00",1250
"2025-09-02 11:30:00",1490
"2025-09-02 11:45:00",1450
"2025-09-02 12:00:00",1510
"2025-09-02 12:15:00",1550
"2025-09-02 12:30:00",2330
"2025-09-02 12:45:00",1380
"2025-09-02 13:00:00",1410
"2025-09-02 13:15:00",2270
"2025-09-02 13:30:00",1380
"2025-09-02 13:45:00",1480
"2025-09-02 14:00:00",1330
"2025-09-02 14:15:00",1740
"2025-09-02 14:30:00",910
"2025-09-02 14:45:00",880
"2025-09-02 15:00:00",1570
"2025-09-02 15:15:00",1240
"2025-09-02 15:30:00",1240
"2025-09-02 15:45:00",1300
"2025-09-02 16:00:00",1120
"2025-09-02 16:15:00",1150
"2025-09-02 16:30:00",1460
"2025-09-02 16:45:00",1230
"2025-09-02 17:00:00",1060
"2025-09-02 17:15:00",760
"2025-09-02 17:30:00",780
"2025-09-02 17:45:00",1070
"2025-09-02 18:00:00",1110
"2025-09-02 18:15:00",1080
"2025-09-02 18:30:00",1000
"2025-09-02 18:45:00",700
"2025-09-02 19:00:00",1060
"2025-09-02 19:15:00",1080
"2025-09-02 19:30:00",1030
"2025-09-02 19:45:00",1400
"2025-09-02 20:00:00",1180
"2025-09-02 20:15:00",1130
"2025-09-02 20:30:00",920
"2025-09-02 20:45:00",670
"2025-09-02 21:00:00",920
"2025-09-02 21:15:00",1370
"2025-09-02 21:30:00",1050
"2025-09-02 21:45:00",700
"2025-09-02 22:00:00",620
"2025-09-02 22:15:00",630
"2025-09-02 22:30:00",610
"2025-09-02 22:45:00",900
"2025-09-02 23:00:00",690
"2025-09-02 23:15:00",1700
"2025-09-02 23:30:00",1730
"2025-09-02 23:45:00",930
"2025-09-03 00:00:00",630
"2025-09-03 00:15:00",1190
"2025-09-03 00:30:00",1120
"2025-09-03 00:45:00",920
"2025-09-03 01:00:00",760
"2025-09-03 01:15:00",1080
"2025-09-03 01:30:00",1290
"2025-09-03 01:45:00",930
"2025-09-03 02:00:00",630
"2025-09-03 02:15:00",660
"2025-09-03 02:30:00",680
"2025-09-03 02:45:00",1010
"2025-09-03 03:00:00",680
"2025-09-03 03:15:00",660
"2025-09-03 03:30:00",820
"2025-09-03 03:45:00",920
"2025-09-03 04:00:00",1440
"2025-09-03 04:15:00",1030
"2025-09-03 04:30:00",1010
"2025-09-03 04:45:00",1610
"2025-09-03 05:00:00",1980
"2025-09-03 05:15:00",940
"2025-09-03 05:30:00",810
"2025-09-03 05:45:00",1210
"2025-09-03 06:00:00",960
"2025-09-03 06:15:00",1360
"2025-09-03 06:30:00",1200
"2025-09-03 06:45:00",1870
"2025-09-03 07:00:00",1320
"2025-09-03 07:15:00",1000
"2025-09-03 07:30:00",880
"2025-09-03 07:45:00",960
"2025-09-03 08:00:00",1180
"2025-09-03 08:15:00",990
"2025-09-03 08:30:00",970
"2025-09-03 08:45:00",1740
"2025-09-03 09:00:00",980
"2025-09-03 09:15:00",1270
"2025-09-03 09:30:00",1520
"2025-09-03 09:45:00",1700
"2025-09-03 10:00:00",1670
"2025-09-03 10:15:00",1480
"2025-09-03 10:30:00",1050
"2025-09-03 10:45:00",1730
"2025-09-03 11:00:00",1220
"2025-09-03 11:15:00",610
"2025-09-03 11:30:00",1200
"2025-09-03 11:45:00",1240
"2025-09-03 12:00:00",2420
"2025-09-03 12:15:00",1440
"2025-09-03 12:30:00",1160
"2025-09-03 12:45:00",1220
"2025-09-03 13:00:00",1960
"2025-09-03 13:15:00",1470
"2025-09-03 13:30:00",1050
"2025-09-03 13:45:00",960
